Instances,Source,feature_Density,feature_AlgConnectivity,feature_Energy,algo_RandomGreedy,algo_DSATUR,algo_Bktr,algo_HillClimber,algo_HEA,algo_PartialCol,algo_TabuCol,algo_AntCol
Girth_And_Degree_Inhibited-346-214Nodes,Girth_And_Degree_Inhibited,0.028212891053486,1.95717767094,2.12924646816,6,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-347-749Nodes,Girth_And_Degree_Inhibited,0.070893098105852,39.2570986191,5.88350166349,19,15,14,13,12,12,12,13
Girth_And_Degree_Inhibited-348-562Nodes,Girth_And_Degree_Inhibited,0.613381036659244,301.260059347,10.3888471523,98,93,87,78,68,70,70,70
Girth_And_Degree_Inhibited-349-637Nodes,Girth_And_Degree_Inhibited,0.004339326441752,0.153632057451,1.4110157639,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-350-543Nodes,Girth_And_Degree_Inhibited,0.005219057715439,0.198107730486,1.42963191444,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-351-825Nodes,Girth_And_Degree_Inhibited,0.004315975286849,0.473007238541,1.61693873987,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-352-660Nodes,Girth_And_Degree_Inhibited,0.004014346806456,0.132668821003,1.37975143008,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-353-508Nodes,Girth_And_Degree_Inhibited,0.00653061858392,0.390913332621,1.55626092557,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-354-235Nodes,Girth_And_Degree_Inhibited,0.010583742498636,0.113932874165,1.32909382201,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-355-110Nodes,Girth_And_Degree_Inhibited,0.020683903252711,0.07067302782,1.24795381444,3,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-356-413Nodes,Girth_And_Degree_Inhibited,0.006147300124592,0.114016222972,1.33682369861,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-357-851Nodes,Girth_And_Degree_Inhibited,0.00352802930808,0.249192970642,1.47375059791,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-358-539Nodes,Girth_And_Degree_Inhibited,0.005352056334531,0.218152775378,1.44975112522,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-359-273Nodes,Girth_And_Degree_Inhibited,0.012227968110321,0.438387907391,1.55714620658,5,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-360-914Nodes,Girth_And_Degree_Inhibited,0.544745123322012,439.760047032,13.2992132676,128,120,117,105,92,93,92,91
Girth_And_Degree_Inhibited-361-249Nodes,Girth_And_Degree_Inhibited,0.015319341883664,0.677580858205,1.67006048438,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-362-753Nodes,Girth_And_Degree_Inhibited,0.003644994490125,0.160324020035,1.40160922583,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-363-560Nodes,Girth_And_Degree_Inhibited,0.024571939688219,7.34563349719,3.25244970226,9,7,6,6,6,6,6,6
Girth_And_Degree_Inhibited-364-375Nodes,Girth_And_Degree_Inhibited,0.030374331550802,5.46964015706,2.95412068671,8,6,6,5,5,5,5,5
Girth_And_Degree_Inhibited-365-484Nodes,Girth_And_Degree_Inhibited,0.02635046113307,6.63199419541,3.12786317617,8,7,6,6,5,5,5,6
Girth_And_Degree_Inhibited-366-189Nodes,Girth_And_Degree_Inhibited,0.117246425757064,13.7636109013,3.73114668264,11,8,7,7,7,7,7,7
Girth_And_Degree_Inhibited-367-214Nodes,Girth_And_Degree_Inhibited,0.012548813127989,0.172808311037,1.3797921051,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-368-196Nodes,Girth_And_Degree_Inhibited,0.012768184196756,0.10909515487,1.30034281707,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-369-165Nodes,Girth_And_Degree_Inhibited,0.013747228381375,0.0632124459732,1.26697783516,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-370-996Nodes,Girth_And_Degree_Inhibited,0.009438760065387,3.97966946899,2.64186361892,7,5,5,5,4,4,4,5
Girth_And_Degree_Inhibited-371-869Nodes,Girth_And_Degree_Inhibited,0.003725347743314,0.328626051759,1.53981369639,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-372-685Nodes,Girth_And_Degree_Inhibited,0.004597259572288,0.305680022642,1.51281714615,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-373-190Nodes,Girth_And_Degree_Inhibited,0.021999443052075,0.865165204638,1.74229432997,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-374-530Nodes,Girth_And_Degree_Inhibited,0.004907800406606,0.129511319749,1.37210988383,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-375-830Nodes,Girth_And_Degree_Inhibited,0.003104335314721,0.104215553825,1.3451757282,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-376-280Nodes,Girth_And_Degree_Inhibited,0.022785458269329,2.05883526421,2.18620533082,6,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-377-946Nodes,Girth_And_Degree_Inhibited,0.006490150676197,1.83768009312,2.10946748504,6,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-378-713Nodes,Girth_And_Degree_Inhibited,0.004124840443135,0.217918848844,1.45073650172,5,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-379-601Nodes,Girth_And_Degree_Inhibited,0.005690515806988,0.422352938493,1.58523816827,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-380-448Nodes,Girth_And_Degree_Inhibited,0.016858421220837,2.90430595058,2.37777950954,6,5,4,4,4,4,4,4
Girth_And_Degree_Inhibited-381-441Nodes,Girth_And_Degree_Inhibited,0.017027417027417,2.86433543495,2.3698403745,6,5,4,4,4,4,4,4
Girth_And_Degree_Inhibited-382-342Nodes,Girth_And_Degree_Inhibited,0.620466121315017,179.29463734,8.21226921294,66,62,58,51,46,47,47,47
Girth_And_Degree_Inhibited-383-891Nodes,Girth_And_Degree_Inhibited,0.010108576400711,3.73507397325,2.58572008427,7,5,5,5,4,4,4,5
Girth_And_Degree_Inhibited-384-309Nodes,Girth_And_Degree_Inhibited,0.034358845038457,5.00361409454,2.85808034347,7,6,5,5,5,5,5,5
Girth_And_Degree_Inhibited-385-719Nodes,Girth_And_Degree_Inhibited,0.003661073682498,0.127515183475,1.37121493215,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-386-418Nodes,Girth_And_Degree_Inhibited,0.006092733468727,0.114476418376,1.35107139155,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-387-517Nodes,Girth_And_Degree_Inhibited,0.399082362466825,170.39977979,9.81470544563,58,53,50,46,39,41,41,40
Girth_And_Degree_Inhibited-388-555Nodes,Girth_And_Degree_Inhibited,0.005132208020295,0.210013277594,1.43577017429,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-389-272Nodes,Girth_And_Degree_Inhibited,0.008736705014109,0.0670302966826,1.28481812774,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-390-638Nodes,Girth_And_Degree_Inhibited,0.005349330472483,0.40802155828,1.57667842466,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-391-768Nodes,Girth_And_Degree_Inhibited,0.361904470882225,229.919578868,11.6390245696,73,66,65,61,50,51,51,51
Girth_And_Degree_Inhibited-392-713Nodes,Girth_And_Degree_Inhibited,0.434758970641536,264.879226963,11.646057884,82,76,72,66,57,58,58,58
Girth_And_Degree_Inhibited-393-497Nodes,Girth_And_Degree_Inhibited,0.0155043162199,2.91963652055,2.39871558014,6,5,4,4,4,4,4,4
Girth_And_Degree_Inhibited-394-918Nodes,Girth_And_Degree_Inhibited,0.002851013178808,0.11853161619,1.37456013259,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-395-854Nodes,Girth_And_Degree_Inhibited,0.007088907863416,1.78390355682,2.09645965833,6,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-396-124Nodes,Girth_And_Degree_Inhibited,0.023472331497509,0.2779218367,1.44452350647,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-397-497Nodes,Girth_And_Degree_Inhibited,0.00746413967677,0.568191785733,1.6488119062,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-398-298Nodes,Girth_And_Degree_Inhibited,0.528935891351998,133.513438825,7.8244302369,51,46,43,37,34,35,35,35
Girth_And_Degree_Inhibited-399-877Nodes,Girth_And_Degree_Inhibited,0.002949553011252,0.117405875765,1.35090109438,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-400-938Nodes,Girth_And_Degree_Inhibited,0.002762525230229,0.113129857298,1.35732716455,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-401-109Nodes,Girth_And_Degree_Inhibited,0.044002718314645,1.37594193489,1.89369824841,5,4,3,3,3,3,3,3
Girth_And_Degree_Inhibited-402-878Nodes,Girth_And_Degree_Inhibited,0.004651911803285,0.708712803664,1.73725707765,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-403-922Nodes,Girth_And_Degree_Inhibited,0.003897960577605,0.480905715673,1.62413375249,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-404-473Nodes,Girth_And_Degree_Inhibited,0.005652703622747,0.155523626893,1.38824875268,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-405-648Nodes,Girth_And_Degree_Inhibited,0.073296506191921,35.3880510261,5.55006185843,18,14,13,12,11,11,11,12
Girth_And_Degree_Inhibited-406-235Nodes,Girth_And_Degree_Inhibited,0.0189852700491,1.01224499812,1.79509606329,5,4,3,3,3,3,3,3
Girth_And_Degree_Inhibited-407-756Nodes,Girth_And_Degree_Inhibited,0.007806860786993,1.69525078472,2.070791505,5,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-408-476Nodes,Girth_And_Degree_Inhibited,0.009146395400265,0.886117896789,1.7809017446,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-409-651Nodes,Girth_And_Degree_Inhibited,0.005336169207137,0.439281179076,1.60047438773,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-410-506Nodes,Girth_And_Degree_Inhibited,0.004852659178961,0.0872758658891,1.3136467653,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-411-323Nodes,Girth_And_Degree_Inhibited,0.007845701209546,0.101430695451,1.3394175204,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-412-479Nodes,Girth_And_Degree_Inhibited,0.026572094932784,6.46755570497,3.12677688312,8,6,6,6,5,5,5,6
Girth_And_Degree_Inhibited-413-306Nodes,Girth_And_Degree_Inhibited,0.008271723990143,0.123513259552,1.35207160631,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-414-257Nodes,Girth_And_Degree_Inhibited,0.010882782101167,0.213877453725,1.4186722039,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-415-369Nodes,Girth_And_Degree_Inhibited,0.007938611994816,0.237780192079,1.45382611814,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-416-114Nodes,Girth_And_Degree_Inhibited,0.019096413600373,0.0493039562336,1.25333527565,3,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-417-121Nodes,Girth_And_Degree_Inhibited,0.041873278236915,1.49961091036,1.9552207826,5,4,3,3,3,3,3,3
Girth_And_Degree_Inhibited-418-120Nodes,Girth_And_Degree_Inhibited,0.02436974789916,0.316909573665,1.44623645751,3,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-419-333Nodes,Girth_And_Degree_Inhibited,0.012174825427837,0.790107839318,1.7158603933,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-420-691Nodes,Girth_And_Degree_Inhibited,0.00382558359026,0.138726566656,1.37501076702,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-421-166Nodes,Girth_And_Degree_Inhibited,0.015845198977729,0.189576247418,1.36379285986,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-422-977Nodes,Girth_And_Degree_Inhibited,0.004211621390338,0.70172514436,1.74077008548,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-423-120Nodes,Girth_And_Degree_Inhibited,0.032212885154062,0.784591547972,1.6592943545,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-424-953Nodes,Girth_And_Degree_Inhibited,0.003181020571922,0.254014484499,1.48535350248,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-425-758Nodes,Girth_And_Degree_Inhibited,0.07193023426036,41.7421289583,5.93853864428,20,16,15,13,12,12,12,13
Girth_And_Degree_Inhibited-426-592Nodes,Girth_And_Degree_Inhibited,0.073175332693099,30.3261483808,5.32482988529,16,14,13,11,10,10,10,11
Girth_And_Degree_Inhibited-427-415Nodes,Girth_And_Degree_Inhibited,0.008579244514289,0.497826035003,1.61808190688,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-428-383Nodes,Girth_And_Degree_Inhibited,0.031427282544803,6.22889035631,3.04905729117,8,6,6,6,5,5,5,5
Girth_And_Degree_Inhibited-429-350Nodes,Girth_And_Degree_Inhibited,0.008317642243144,0.232164585824,1.45623649557,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-430-917Nodes,Girth_And_Degree_Inhibited,0.002950098336611,0.148111564383,1.38891269159,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-431-740Nodes,Girth_And_Degree_Inhibited,0.005273744651282,0.615666996399,1.69361555665,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-432-815Nodes,Girth_And_Degree_Inhibited,0.004886872371535,0.656153052383,1.71410865888,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-433-321Nodes,Girth_And_Degree_Inhibited,0.034852024922118,5.54997002097,2.94415191698,8,6,6,5,5,5,5,5
Girth_And_Degree_Inhibited-434-767Nodes,Girth_And_Degree_Inhibited,0.003356470055589,0.114790338839,1.35455748207,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-435-809Nodes,Girth_And_Degree_Inhibited,0.003172845096623,0.10939368469,1.35118028595,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-436-689Nodes,Girth_And_Degree_Inhibited,0.477149221993451,274.002346509,11.5779256392,89,81,78,72,61,62,62,61
Girth_And_Degree_Inhibited-437-860Nodes,Girth_And_Degree_Inhibited,0.005628502585483,1.10874738097,1.88219641169,5,4,4,3,3,3,3,4
Girth_And_Degree_Inhibited-438-498Nodes,Girth_And_Degree_Inhibited,0.004937254046367,0.0878790593349,1.31246188558,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-439-611Nodes,Girth_And_Degree_Inhibited,0.004486061549194,0.168809563557,1.40167062696,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-440-365Nodes,Girth_And_Degree_Inhibited,0.007481559536354,0.179466907039,1.39394927805,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-441-418Nodes,Girth_And_Degree_Inhibited,0.00655169644189,0.17297261779,1.3879973174,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-442-283Nodes,Girth_And_Degree_Inhibited,0.009949126632083,0.202681104823,1.41993654671,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-443-343Nodes,Girth_And_Degree_Inhibited,0.007876834944504,0.165858149212,1.38444096041,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-444-754Nodes,Girth_And_Degree_Inhibited,0.003716345933683,0.167513793272,1.42347301371,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-445-707Nodes,Girth_And_Degree_Inhibited,0.004139102700234,0.22349771115,1.45237118914,5,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-446-577Nodes,Girth_And_Degree_Inhibited,0.006589399191219,0.601069107984,1.67390963304,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-447-199Nodes,Girth_And_Degree_Inhibited,0.029795441855743,1.96862766608,2.11125143628,5,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-448-600Nodes,Girth_And_Degree_Inhibited,0.004195882025598,0.100065157325,1.33302766399,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-449-895Nodes,Girth_And_Degree_Inhibited,0.00287203329459,0.103179387343,1.35083712097,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-450-573Nodes,Girth_And_Degree_Inhibited,0.004552166855832,0.127406033258,1.36104704036,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-451-258Nodes,Girth_And_Degree_Inhibited,0.012849515880916,0.419505408779,1.55711462745,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-452-582Nodes,Girth_And_Degree_Inhibited,0.004974241590811,0.22693816466,1.44914586277,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-453-879Nodes,Girth_And_Degree_Inhibited,0.00342851811828,0.24699314232,1.48092387023,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-454-421Nodes,Girth_And_Degree_Inhibited,0.430041850469403,146.90727216,9.00984452196,54,47,46,42,36,37,36,37
Girth_And_Degree_Inhibited-455-589Nodes,Girth_And_Degree_Inhibited,0.509262788307173,251.954293877,10.7909255887,84,76,73,67,57,58,58,58
Girth_And_Degree_Inhibited-456-539Nodes,Girth_And_Degree_Inhibited,0.024663599809643,6.93491712917,3.19165170453,9,7,6,6,6,6,6,6
Girth_And_Degree_Inhibited-457-786Nodes,Girth_And_Degree_Inhibited,0.00506636845432,0.665389533662,1.71242844188,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-458-996Nodes,Girth_And_Degree_Inhibited,0.530820770519263,461.281646409,13.8834654213,134,123,121,111,97,96,96,96
Girth_And_Degree_Inhibited-459-815Nodes,Girth_And_Degree_Inhibited,0.004320103706607,0.452970860472,1.60699375933,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-460-456Nodes,Girth_And_Degree_Inhibited,0.006121071910546,0.186823768472,1.42531609434,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-461-774Nodes,Girth_And_Degree_Inhibited,0.642167333553957,451.375308999,11.9439182312,140,126,126,109,98,98,97,97
Girth_And_Degree_Inhibited-462-414Nodes,Girth_And_Degree_Inhibited,0.008632487630277,0.519089919935,1.61842084447,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-463-400Nodes,Girth_And_Degree_Inhibited,0.012756892230576,1.30074545027,1.92215028827,5,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-464-571Nodes,Girth_And_Degree_Inhibited,0.005401419485667,0.28860217248,1.49626007185,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-465-860Nodes,Girth_And_Degree_Inhibited,0.010561225871078,3.81090968061,2.59860236791,7,5,5,5,4,4,4,5
Girth_And_Degree_Inhibited-466-980Nodes,Girth_And_Degree_Inhibited,0.005042629922245,1.13795963869,1.90084844384,5,4,4,4,3,3,3,5
Girth_And_Degree_Inhibited-467-215Nodes,Girth_And_Degree_Inhibited,0.04490328189524,4.58657663688,2.73690485137,7,6,5,5,5,5,5,5
Girth_And_Degree_Inhibited-468-867Nodes,Girth_And_Degree_Inhibited,0.0070536025849,1.85109817395,2.10724016763,6,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-469-861Nodes,Girth_And_Degree_Inhibited,0.018969289360668,9.32168827341,3.53724673898,10,8,7,7,6,6,6,7
Girth_And_Degree_Inhibited-470-117Nodes,Girth_And_Degree_Inhibited,0.564102564102564,46.7916474937,5.06467432796,28,23,21,19,19,19,19,19
Girth_And_Degree_Inhibited-471-942Nodes,Girth_And_Degree_Inhibited,0.006538646378362,1.82271193903,2.11421346818,6,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-472-578Nodes,Girth_And_Degree_Inhibited,0.004659586334279,0.157300529629,1.3868529846,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-473-704Nodes,Girth_And_Degree_Inhibited,0.004158315013578,0.225383676726,1.45092267307,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-474-738Nodes,Girth_And_Degree_Inhibited,0.006298882527496,0.995863919381,1.84440319196,5,4,4,3,3,3,3,3
Girth_And_Degree_Inhibited-475-777Nodes,Girth_And_Degree_Inhibited,0.003854369833751,0.241493304514,1.48000811727,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-476-415Nodes,Girth_And_Degree_Inhibited,0.012455619579768,1.37711133397,1.93448771161,5,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-477-377Nodes,Girth_And_Degree_Inhibited,0.013389581804842,1.289974521,1.91236459444,5,4,4,4,3,3,3,4
Girth_And_Degree_Inhibited-478-409Nodes,Girth_And_Degree_Inhibited,0.010211419531138,0.78863627331,1.74386857195,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-479-1000Nodes,Girth_And_Degree_Inhibited,0.002738738738739,0.15372247414,1.40678678132,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-480-701Nodes,Girth_And_Degree_Inhibited,0.313649887915223,180.426531612,10.7141881058,59,52,52,49,41,41,41,42
Girth_And_Degree_Inhibited-481-776Nodes,Girth_And_Degree_Inhibited,0.007632191553043,1.74208375335,2.07321267798,6,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-482-558Nodes,Girth_And_Degree_Inhibited,0.0143883966204,3.18867724735,2.44877572054,7,5,4,4,4,4,4,4
Girth_And_Degree_Inhibited-483-912Nodes,Girth_And_Degree_Inhibited,0.018071042039787,9.36340231884,3.54868581944,10,8,7,7,6,6,6,7
Girth_And_Degree_Inhibited-484-173Nodes,Girth_And_Degree_Inhibited,0.024667293991128,0.970859727381,1.7586231675,5,4,3,3,3,3,3,3
Girth_And_Degree_Inhibited-485-297Nodes,Girth_And_Degree_Inhibited,0.008212758212758,0.0804080032257,1.31416128603,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-486-845Nodes,Girth_And_Degree_Inhibited,0.071549959337054,47.2184174199,6.2368566133,20,16,16,15,13,13,13,14
Girth_And_Degree_Inhibited-487-542Nodes,Girth_And_Degree_Inhibited,0.076399451610043,29.5790579067,5.20075879472,17,13,12,11,10,10,10,10
Girth_And_Degree_Inhibited-488-899Nodes,Girth_And_Degree_Inhibited,0.018454060562218,9.51377320429,3.56492313152,10,8,7,7,6,6,6,7
Girth_And_Degree_Inhibited-489-340Nodes,Girth_And_Degree_Inhibited,0.033159812597605,5.71422585413,2.95022836784,8,6,5,5,5,5,5,5
Girth_And_Degree_Inhibited-490-426Nodes,Girth_And_Degree_Inhibited,0.017453742060204,2.84523854625,2.36218304953,6,5,4,4,4,4,4,4
Girth_And_Degree_Inhibited-491-116Nodes,Girth_And_Degree_Inhibited,0.023388305847076,0.22892887016,1.39327336836,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-492-640Nodes,Girth_And_Degree_Inhibited,0.080496870109546,39.1969943124,5.72024347928,18,15,14,13,11,11,11,11
Girth_And_Degree_Inhibited-493-251Nodes,Girth_And_Degree_Inhibited,0.0119203187251,0.290699778387,1.4661069382,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-494-411Nodes,Girth_And_Degree_Inhibited,0.095187229244555,28.0677777999,4.9534758178,15,12,11,10,9,9,9,9
Girth_And_Degree_Inhibited-495-655Nodes,Girth_And_Degree_Inhibited,0.005887433760534,0.626589229896,1.68373707377,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-496-833Nodes,Girth_And_Degree_Inhibited,0.003047372795272,0.100972959709,1.33797064424,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-497-918Nodes,Girth_And_Degree_Inhibited,0.500447846653504,411.961711343,13.3280368977,119,106,105,97,84,84,84,83
Girth_And_Degree_Inhibited-498-878Nodes,Girth_And_Degree_Inhibited,0.005446710804851,1.07019428765,1.86976656001,5,4,4,3,3,3,3,4
Girth_And_Degree_Inhibited-499-340Nodes,Girth_And_Degree_Inhibited,0.011695297588062,0.713315339573,1.70118995514,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-500-494Nodes,Girth_And_Degree_Inhibited,0.006684678618062,0.371337907987,1.5554087116,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-501-906Nodes,Girth_And_Degree_Inhibited,0.00299537765419,0.151788101694,1.39663949548,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-502-697Nodes,Girth_And_Degree_Inhibited,0.003821797852867,0.145139990316,1.38617376902,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-503-993Nodes,Girth_And_Degree_Inhibited,0.00629202806744,1.88372177875,2.12817100799,6,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-504-480Nodes,Girth_And_Degree_Inhibited,0.522033750869867,218.605933247,9.79075071922,73,68,64,56,49,50,50,51
Girth_And_Degree_Inhibited-505-966Nodes,Girth_And_Degree_Inhibited,0.003761035840333,0.487446324431,1.63214086431,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-506-223Nodes,Girth_And_Degree_Inhibited,0.013210519936977,0.280443453641,1.45621523803,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-507-476Nodes,Girth_And_Degree_Inhibited,0.006324635117205,0.269292786879,1.47167612421,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-508-965Nodes,Girth_And_Degree_Inhibited,0.002945413110313,0.163671059188,1.4321644609,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-509-438Nodes,Girth_And_Degree_Inhibited,0.009686216733018,0.831973220443,1.75475038124,5,4,3,3,3,3,3,3
Girth_And_Degree_Inhibited-510-172Nodes,Girth_And_Degree_Inhibited,0.013327893376853,0.072852377839,1.27342236252,3,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-511-827Nodes,Girth_And_Degree_Inhibited,0.004874821036975,0.679836887008,1.72375936969,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-512-804Nodes,Girth_And_Degree_Inhibited,0.072473869754589,44.7230071344,6.12671611172,20,16,15,14,12,12,12,14
Girth_And_Degree_Inhibited-513-850Nodes,Girth_And_Degree_Inhibited,0.00476408231137,0.689707398718,1.72734811181,5,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-514-824Nodes,Girth_And_Degree_Inhibited,0.003432858710142,0.188326264162,1.4307489418,5,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-515-812Nodes,Girth_And_Degree_Inhibited,0.064959637496735,39.2241990358,5.89329402725,19,16,15,13,12,12,12,13
Girth_And_Degree_Inhibited-516-899Nodes,Girth_And_Degree_Inhibited,0.067719391256308,46.7285045888,6.28759756563,21,17,16,14,13,13,13,14
Girth_And_Degree_Inhibited-517-505Nodes,Girth_And_Degree_Inhibited,0.010608203677511,1.44386497708,1.97125250146,5,4,4,4,4,4,4,4
Girth_And_Degree_Inhibited-518-375Nodes,Girth_And_Degree_Inhibited,0.006631016042781,0.109711356887,1.32055622755,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-519-885Nodes,Girth_And_Degree_Inhibited,0.00292455965437,0.114407624659,1.35767594919,4,3,3,3,3,3,3,3
Girth_And_Degree_Inhibited-520-498Nodes,Girth_And_Degree_Inhibited,0.005712992816336,0.215435964748,1.4306345937,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-521-639Nodes,Girth_And_Degree_Inhibited,0.004842009213063,0.277458917218,1.50009494373,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-522-460Nodes,Girth_And_Degree_Inhibited,0.006119162640902,0.197616212602,1.42892409357,4,3,3,3,3,3,3,4
Girth_And_Degree_Inhibited-523-424Nodes,Girth_And_Degree_Inhibited,0.029417012355591,6.57497510547,3.10206069884,8,6,6,6,5,5,5,6
